f10,f02,f07,f18,f15,f21,Month,f12,f06,f04,f19,f05,f20,f16,f09,f17,f14,f03,f08,f11,f01,f13,label
0,42.422531,1.1646,-0.3226,-0.3514,2,Dec,0,0.3532,2,0,0,0.0,608.75,0.0,0.0115,9,2,9,0.0,0.0,0.025,1
0,0.0,-0.3909,-1.0061,-0.8684,2,May,0,-0.0867,3,0,0,0.0,65.0,0.0,0.1195,3,1,2,0.111111111,0.0,0.177777778,0
0,0.0,0.5041,2.3101,1.8992,2,Nov,0,1.3552,2,0,1,0.0,3346.041667,0.0,0.0139,46,2,3,0.0,0.0,0.01884058,1
0,0.0,0.0163,1.5652,1.2932,2,Nov,0,1.0534,2,0,0,0.0,347.8522727,0.0,0.0229,23,3,1,0.008695652,0.0,0.030434783,0
0,0.0,0.7573,-0.2538,-0.4026,2,May,9,0.101,2,4,1,0.0,382.4902597,181.0,0.0192,22,2,5,0.0,302.0,0.009591837,0
0,0.0,1.1335,-0.3673,-0.6487,2,May,8,-0.1096,2,0,0,0.0,481.1666667,152.3333333,0.0311,25,3,4,0.0,0.0,0.005,0
0,0.0,0.4368,-0.9489,-1.1122,1,Dec,1,-2.8757,1,0,0,0.0,0.0,0.0,0.0043,1,10,1,0.2,0.0,0.2,0
1,0.0,1.1867,0.7075,0.4698,5,Nov,6,-0.4676,2,0,0,0.0,175.4,122.8,0.1,7,2,5,0.0,0.0,0.018181818,0
0,0.0,0.2003,-0.0641,-0.5488,2,Nov,0,-2.1512,2,0,0,0.0,21.0,0.0,0.0308,3,3,7,0.0,0.0,0.066666667,0
0,40.77935433,0.9347,0.7903,1.3209,2,Nov,15,0.6567,2,2,0,0.0,2230.986667,309.6333333,0.1,50,2,4,0.0,45.8,0.004371585,1
0,0.0,1.4669,0.4182,0.147,2,Nov,8,0.6919,3,2,1,0.0,2512.51742,235.1861702,0.0112,71,2,1,0.006349206,138.5,0.025572609,1
0,0.0,0.1749,-1.9546,-2.133,10,May,6,-0.7284,2,0,0,0.0,143.0,99.5,0.0125,11,2,8,0.0,0.0,0.014285714,0
0,0.0,0.1312,-1.6411,-1.6218,2,Dec,1,-0.5961,2,2,1,0.0,488.75,12.0,0.0041,23,1,1,0.0,39.5,0.015277778,0
1,18.51505467,2.4604,-0.7123,-0.8091,1,June,0,0.623,4,0,0,0.0,1606.45,0.0,0.016,43,2,1,0.0,0.0,0.004761905,1
0,0.0,1.0361,1.6982,1.5275,1,Nov,0,-0.3914,1,0,0,0.0,578.0,0.0,0.0248,3,1,1,0.0,0.0,0.066666667,0
0,0.0,0.2169,0.4888,0.1491,2,Dec,2,-0.1121,3,1,0,0.0,496.4821429,34.91666667,0.0333,21,2,1,0.008695652,33.5,0.025120773,0
0,0.0,-0.1429,1.259,1.064,2,Mar,0,-0.7674,2,0,0,0.0,218.0,0.0,0.0071,5,2,1,0.0,0.0,0.04,0
0,8.969447973,1.6061,0.1104,-0.4251,2,Nov,2,0.8935,2,0,0,0.0,4815.701606,40.5,0.04,133,1,3,0.003731343,0.0,0.011738458,1
0,0.0,0.8181,-0.8416,-1.4608,2,May,0,0.4089,2,0,0,0.0,2028.5,0.0,0.0296,11,4,1,0.0,0.0,0.036363636,0
0,0.0,-0.1555,2.9718,2.6214,4,May,0,-0.1907,2,0,0,0.0,193.3333333,0.0,0.0039,7,3,3,0.028571429,0.0,0.057142857,0
0,0.0,-0.7996,0.2205,-0.0643,4,May,0,-0.4393,2,0,0,0.0,46.0,0.0,0.2,2,4,3,0.0,0.0,0.1,0
1,67.02771302,-0.7977,-0.7596,-1.2064,1,Dec,0,1.1401,1,0,0,0.0,1346.966667,0.0,0.0273,39,2,4,0.0,0.0,0.005128205,1
0,0.0,1.7999,-0.309,-1.0037,2,Nov,5,0.726,2,0,0,0.0,1523.57803,142.75,0.05,76,1,1,0.012987013,0.0,0.021101928,0
0,0.0,0.1505,1.3219,1.3204,7,May,5,0.4101,2,0,1,0.0,1365.5,52.5,0.01,24,4,7,0.002777778,0.0,0.03,0
0,0.0,-0.0452,0.5581,0.4662,2,Nov,0,1.2515,2,0,1,0.0,1699.583333,0.0,0.0857,40,1,3,0.023076923,0.0,0.033799534,0
0,0.0,0.9862,0.7338,0.759,2,May,0,-0.4712,3,0,1,1.0,433.1333333,0.0,0.075,17,4,4,0.023529412,0.0,0.051960784,0
1,0.0,1.7292,1.0198,1.1983,4,Nov,2,0.4328,2,0,1,0.0,1165.944762,182.4,0.0025,27,11,6,0.0,0.0,0.007407407,0
0,32.32493691,0.1312,0.134,-0.4707,2,Dec,6,0.972,3,9,1,0.0,6245.704152,114.2591575,0.0048,119,2,1,0.003125,352.0833333,0.012179841,1
0,0.0,1.6218,0.3387,0.7819,1,Nov,0,-1.5775,1,0,1,0.0,19.25,0.0,0.0154,3,2,8,0.0,0.0,0.066666667,0
0,0.0,1.3238,-0.5303,-0.2713,1,Nov,0,0.6464,1,0,0,0.0,1440.166667,0.0,0.0088,19,1,1,0.026315789,0.0,0.040350877,0
0,0.0,1.1358,-0.5645,-0.3877,4,Dec,0,0.6577,2,0,1,0.0,3247.583333,0.0,0.0058,49,1,9,0.025531915,0.0,0.037163121,0
0,0.0,-0.2528,0.8422,0.2692,5,May,0,-0.8713,2,0,0,0.0,216.0,0.0,0.0259,11,1,1,0.018181818,0.0,0.036363636,0
1,0.0,-0.0088,0.7161,0.2256,1,Nov,7,-0.9612,1,0,1,0.0,107.0,127.6666667,0.0095,12,2,4,0.0,0.0,0.033333333,0
0,0.0,0.6096,1.1231,0.6283,2,Nov,0,1.0843,3,0,0,0.0,2018.762066,0.0,0.0122,64,2,1,0.009895833,0.0,0.027936058,0
0,0.0,0.3206,1.4472,0.9469,2,May,3,-0.5021,2,0,0,0.0,304.5,25.08333333,0.0854,25,13,3,0.0,0.0,0.007407407,0
0,0.0,0.1026,-2.205,-2.3105,4,Mar,0,-0.6257,2,0,0,0.0,116.0,0.0,0.1333,8,1,5,0.025,0.0,0.1,0
0,0.0,0.9509,-1.2269,-1.0505,2,May,0,0.1057,2,0,0,0.0,450.8333333,0.0,0.0303,16,1,2,0.04375,0.0,0.06875,0
0,0.0,0.6293,-1.4486,-1.5923,2,Mar,0,0.095,2,0,0,0.0,279.0,0.0,0.096,5,1,2,0.0,0.0,0.04,0
0,0.0,-0.6012,1.4204,1.3589,2,May,0,-3.6609,2,0,0,0.0,0.0,0.0,0.2,2,3,2,0.2,0.0,0.2,0
0,0.0,-1.4077,1.3926,1.1283,1,Mar,0,-2.0323,1,0,0,0.0,17.0,0.0,0.0074,2,3,8,0.0,0.0,0.1,0
0,0.0,-0.0329,0.1794,0.698,2,Mar,6,1.4979,2,0,0,0.0,1220.433333,187.0,0.0222,22,1,3,0.007692308,0.0,0.01025641,0
0,0.0,0.0115,0.5263,0.7957,2,Nov,10,1.3802,1,4,0,0.0,4391.876232,155.8458333,0.0116,128,2,1,0.008759124,155.375,0.022411525,0
0,0.0,-1.044,-1.5905,-1.8644,2,Mar,0,-1.1658,2,0,0,0.0,13.0,0.0,0.0144,6,3,1,0.133333333,0.0,0.166666667,0
0,0.0,-0.8755,0.1747,0.0693,2,Mar,0,0.614,2,0,0,0.0,2808.666667,0.0,0.0196,39,10,1,0.0,0.0,0.01025641,0
1,0.0,-1.2932,-1.1415,-0.2291,2,Dec,4,-1.7271,2,0,0,0.0,24.25,47.25,0.0271,2,2,1,0.0,0.0,0.04,0
0,48.864,0.8088,-1.3295,-1.1074,2,May,4,1.2652,2,0,1,0.0,2124.833333,198.5,0.0159,43,4,3,0.0,0.0,0.015151515,1
0,16.33942857,-1.6337,-0.7751,-0.9122,2,Mar,2,0.3169,3,1,0,0.0,461.05,27.0,0.0256,19,1,1,0.016666667,35.0,0.026190476,0
0,1.18073661,1.8524,0.1559,0.7373,1,Nov,3,1.8004,1,5,0,0.0,8205.68794,53.0,0.0713,218,3,3,0.02357037,9.5,0.039663918,1
0,0.0,-0.2456,1.2644,0.8228,2,Dec,0,-0.622,2,0,0,0.0,181.0,0.0,0.02,3,2,3,0.066666667,0.0,0.1,0
0,0.0,0.1799,1.0131,0.3973,2,Nov,0,1.0542,1,0,0,0.0,2158.5,0.0,0.0393,46,2,7,0.019565217,0.0,0.032246377,0
0,0.0,2.0741,0.6873,1.2832,2,May,0,0.6201,2,0,0,0.0,3837.5,0.0,0.0444,32,4,2,0.0,0.0,0.00625,0
0,0.0,0.1766,-1.7041,-0.8615,2,Nov,0,-1.1145,2,0,0,0.0,365.1666667,0.0,0.0035,15,13,1,0.013333333,0.0,0.02,0
0,0.0,-1.4199,-0.7783,-0.728,2,May,0,-0.2378,3,0,0,0.6,253.1666667,0.0,0.0146,14,13,8,0.014285714,0.0,0.04047619,0
0,0.0,1.1099,0.8522,1.4642,2,Mar,1,1.2024,2,0,0,0.0,1834.083333,464.0,0.0079,19,10,2,0.02,0.0,0.03125,0
0,0.0,-0.0573,-1.7558,-1.9421,2,Nov,0,-2.0502,2,0,0,0.0,0.0,0.0,0.0179,1,13,7,0.2,0.0,0.2,0
0,0.0,-1.3604,-0.006,0.3231,10,May,0,1.1373,2,0,0,0.0,1999.833333,0.0,0.0285,15,4,7,0.015384615,0.0,0.020512821,0
0,9.442927064,-1.3019,0.2031,-0.0872,5,Nov,4,1.1725,2,0,1,0.0,2428.35,41.0,0.0739,50,3,3,0.020512821,0.0,0.041868132,0
1,0.0,-0.1661,0.5947,0.2903,2,Mar,4,-0.1233,2,0,0,0.0,627.3083333,34.0,0.0131,46,8,7,0.0,0.0,0.004166667,0
0,5.091914289,0.6208,0.9019,1.4511,1,Nov,0,-0.3402,1,0,0,0.0,724.2,0.0,0.03,8,1,3,0.022222222,0.0,0.03968254,1
0,0.0,1.3873,0.1971,-0.1108,2,May,2,-0.2193,3,0,0,0.0,177.4047619,46.33333333,0.0318,11,4,5,0.016666667,0.0,0.038194444,0
0,0.0,-0.7715,-2.029,-1.7128,2,May,0,0.0039,2,0,0,0.0,973.5,0.0,0.0214,16,1,1,0.025,0.0,0.045833333,0
0,8.960747931,1.4896,-1.312,-0.8446,2,Nov,9,1.1918,3,4,1,0.0,4096.15859,904.5833333,0.0445,132,2,3,0.012738095,83.5,0.022973065,1
0,0.0,0.3893,0.4366,1.361,2,Mar,1,1.2597,2,2,0,0.0,3211.827706,4.0,0.1091,110,2,1,0.003571429,11.0,0.012916667,0
0,0.0,-0.899,1.2378,1.3678,1,Mar,0,-0.0713,1,0,0,0.0,1372.7,0.0,0.2,21,1,3,0.019047619,0.0,0.035714286,0
0,13.78150822,0.4181,-0.169,-0.3624,1,Nov,7,1.4804,1,1,0,0.0,3271.030448,351.0833333,0.0017,53,4,2,0.0,131.0,0.005527012,0
0,0.0,-0.1588,-0.6131,-0.5112,2,Mar,2,0.519,3,1,0,0.0,1572.571429,136.6666667,0.025,20,1,3,0.0,9.5,0.015873016,0
0,0.0,-0.1623,0.5536,1.5345,2,Mar,0,0.0485,2,0,0,0.0,239.0,0.0,0.0182,5,1,9,0.0,0.0,0.04,0
0,0.0,0.0097,-0.8953,-0.7171,2,Nov,3,-0.2725,3,7,0,0.0,396.3452381,110.5357143,0.0111,10,2,4,0.011111111,330.2666667,0.031834215,0
0,0.0,0.9771,-0.6059,-1.1195,2,Mar,1,-1.247,2,0,0,0.0,59.0,54.0,0.006,3,8,9,0.0,0.0,0.05,0
0,0.0,0.4474,-0.3528,-0.9883,2,May,0,-2.2255,3,0,0,0.6,0.0,0.0,0.2,3,13,1,0.2,0.0,0.2,0
0,0.0,2.0123,-0.0753,0.024,1,Dec,10,1.8988,4,0,1,0.0,8125.852288,244.7083333,0.0051,213,1,1,0.002790698,0.0,0.017631698,0
0,0.0,-0.1096,0.4962,1.242,2,May,0,0.2526,2,0,0,0.8,364.6666667,0.0,0.04,26,13,3,0.065384615,0.0,0.086538462,0
0,0.0,-0.7186,0.7858,0.5324,2,May,0,-0.3429,1,7,0,0.0,443.0,0.0,0.023,11,2,3,0.035294118,1222.75,0.041176471,0
0,0.0,0.7083,-0.0462,-0.5356,2,Nov,1,0.9288,2,0,0,0.0,1089.625,28.5,0.014,21,20,1,0.01,0.0,0.033333333,0
0,0.0,-1.8873,1.0901,1.125,7,May,0,-1.0395,2,0,1,0.0,36.0,0.0,0.0043,3,11,3,0.0,0.0,0.066666667,0
0,0.0,1.7796,1.0608,1.5857,2,Nov,0,1.3086,2,0,0,0.0,1344.458333,0.0,0.02,28,2,7,0.007142857,0.0,0.032380952,0
0,111.5113802,2.2868,0.5893,0.249,1,Dec,2,1.3178,1,0,1,0.0,1830.583333,121.0,0.04,28,2,6,0.015555556,0.0,0.015740741,0
0,0.0,1.5349,-0.6553,-0.5903,2,Nov,12,0.3204,2,2,0,0.0,7443.407447,171.2916667,0.0212,213,1,1,0.003958333,55.5,0.014633794,0
0,0.0,0.6766,-1.2572,-0.5719,2,Nov,0,-2.9801,2,0,0,0.0,0.0,0.0,0.037,1,1,1,0.2,0.0,0.2,0
0,0.0,-0.0783,-1.1323,-0.4312,2,May,0,-2.0698,2,0,0,0.0,0.0,0.0,0.0096,1,13,2,0.2,0.0,0.2,0
0,0.0,1.7218,-0.4799,-0.2558,1,Nov,6,1.5044,1,0,0,0.0,1326.107143,580.3333333,0.0054,43,2,3,0.018367347,0.0,0.018160173,1
0,0.0,-0.6269,-0.1554,-0.0022,5,May,1,1.1945,2,0,0,0.0,1714.4,15.0,0.017,29,4,6,0.024074074,0.0,0.048765432,0
0,0.0,0.5315,-0.0377,-0.5559,2,Nov,0,-1.714,3,0,0,0.0,127.5,0.0,0.0154,5,3,6,0.04,0.0,0.06,0
0,14.5218625,0.2822,2.5224,2.1511,1,Dec,0,0.8066,1,0,0,0.0,1361.63442,0.0,0.0057,48,3,4,0.010204082,0.0,0.01728863,0
0,0.0,0.7399,1.6457,1.8726,1,May,4,0.5878,1,0,0,0.0,884.8040616,103.5,0.0583,28,4,1,0.0,0.0,0.011326165,0
2,0.0,-0.9506,-0.0747,0.5717,13,Nov,0,-1.8969,8,0,0,0.0,0.0,0.0,0.2,1,20,9,0.2,0.0,0.2,0
0,0.0,0.4884,-1.2357,-1.0489,1,Dec,8,0.2336,1,1,0,0.0,796.25,305.6666667,0.2,35,10,3,0.005555556,0.0,0.011574074,0
0,0.0,-0.2027,-0.7185,-0.3423,5,Mar,0,-2.6161,2,0,0,0.0,0.0,0.0,0.0198,2,1,1,0.2,0.0,0.2,0
0,66.57412378,-0.7756,0.472,0.5053,2,Nov,6,2.1419,2,0,0,0.0,3646.083333,201.0,0.2,84,2,4,0.006896552,0.0,0.016803503,0
0,0.0,-0.5839,-0.6132,0.0663,2,Nov,0,1.6339,2,1,1,0.0,1031.133333,0.0,0.02,46,2,3,0.004680851,24.5,0.034267293,0
0,9.511714286,1.2238,0.0758,0.1926,2,May,4,0.7889,3,3,0,0.0,1039.477564,248.6666667,0.0571,30,11,2,0.004285714,382.3333333,0.007428571,1
0,0.0,0.4656,1.04,1.1639,4,Dec,0,-0.7262,2,0,0,0.0,163.0,0.0,0.0095,6,1,6,0.0,0.0,0.033333333,0
0,0.0,-3.019,0.313,0.0145,2,Mar,2,-0.2759,2,0,0,0.0,543.5,8.0,0.0105,11,13,3,0.007692308,0.0,0.038461538,0
0,18.88360212,-0.5367,0.2961,0.32,2,Nov,2,0.398,1,5,0,0.0,3757.079762,4.0,0.0067,64,2,6,0.012254902,161.5,0.022009804,0
0,0.0,1.5296,0.6139,0.6935,2,Dec,4,-0.9658,2,0,0,0.0,31.5,48.5,0.2,7,2,1,0.0,0.0,0.026666667,0
0,0.0,1.8356,0.369,0.473,4,May,0,0.5805,2,0,1,0.0,472.9952381,0.0,0.0571,13,3,2,0.015384615,0.0,0.030769231,0
0,0.0,0.4647,0.8166,0.7039,2,Nov,0,1.0782,2,1,1,0.0,927.0,0.0,0.025,25,2,3,0.007692308,68.5,0.034615385,0
0,0.0,-0.1368,-1.2583,-1.039,2,Nov,0,0.6282,3,0,1,0.0,661.4455285,0.0,0.0029,53,11,1,0.000754717,0.0,0.006528045,0
0,0.0,-0.6217,-0.2687,0.1522,2,Nov,0,-0.3528,2,0,0,0.0,371.5,0.0,0.0198,10,10,4,0.0,0.0,0.04,0
0,0.0,1.7818,-1.7497,-1.774,2,May,0,-0.0492,2,0,0,0.8,70.0,0.0,0.0333,3,2,3,0.0,0.0,0.033333333,0
1,0.0,-0.0253,-1.5058,-1.3896,10,Mar,7,1.0568,2,0,1,0.0,520.6666667,159.3333333,0.0433,24,3,4,0.0,0.0,0.006666667,0
0,2.442153455,0.7943,-0.51,-0.7098,2,Nov,9,1.0944,1,2,0,0.0,3283.715359,181.275,0.0225,120,2,1,0.004651163,65.0,0.024543027,0
0,1.79107248,-0.3787,-0.3293,-0.132,2,Nov,0,0.8864,2,2,0,0.0,6460.192638,0.0,0.0128,194,2,3,0.003760684,105.0,0.017284446,1
0,0.0,-0.6632,-1.225,-0.7583,2,May,3,1.0877,2,2,0,0.6,2042.25,405.1666667,0.0197,27,6,1,0.045977011,22.0,0.067323481,0
0,0.0,1.5574,-0.1576,0.211,2,Nov,0,-0.3338,3,0,0,0.0,18.0,0.0,0.1238,3,13,2,0.1,0.0,0.111111111,0
0,0.0,0.7866,-0.7932,-0.9089,2,Nov,0,0.701,2,0,0,0.0,1773.25,0.0,0.0154,16,13,3,0.04375,0.0,0.072916667,0
0,12.61543434,0.2188,1.5669,1.7304,2,May,0,0.9485,2,0,0,0.0,887.6666667,0.0,0.0571,34,2,5,0.0,0.0,0.004747475,0
0,0.0,-1.5047,-0.4785,-1.1695,1,May,3,-0.661,1,0,0,0.2,654.5,176.0,0.0879,21,3,2,0.009090909,0.0,0.031818182,0
1,0.0,0.4815,-0.1019,-0.2208,2,May,1,0.0858,2,0,0,0.0,881.1666667,47.0,0.075,19,4,6,0.0,0.0,0.005882353,0
0,0.0,0.5507,-0.2655,-0.9905,10,May,2,1.4028,2,0,0,0.2,1720.416667,86.0,0.0087,36,1,4,0.0,0.0,0.00995086,0
0,0.0,1.1365,0.9149,0.8371,2,Nov,1,-0.5911,2,0,0,0.0,365.5833333,77.1,0.0125,35,4,1,0.017142857,0.0,0.026857143,0
0,0.0,-1.2377,0.1097,0.0386,2,Nov,0,-0.7483,3,0,0,0.0,125.5,0.0,0.0364,9,2,4,0.007407407,0.0,0.022222222,0
0,0.0,-1.0773,-1.0873,-0.1114,2,May,0,-0.0415,3,1,0,0.0,503.0,0.0,0.0111,13,2,4,0.0,3.5,0.008333333,0
0,0.0,0.084,-1.1566,-0.5376,4,May,0,0.4834,2,0,0,0.6,653.2777778,0.0,0.0333,69,4,7,0.014705882,0.0,0.053431373,0
0,0.0,0.0148,0.9336,0.6195,2,May,0,0.7917,2,0,0,0.8,710.5,0.0,0.0213,25,13,6,0.032,0.0,0.084,0
1,0.0,-0.29,0.0834,0.1398,2,Nov,1,-0.5814,3,2,0,0.0,445.5,28.5,0.0213,12,8,1,0.00625,44.5,0.022916667,0
1,0.0,-0.5348,0.9999,0.2268,2,Nov,1,-0.9088,2,1,0,0.0,66.83333333,19.0,0.0667,11,8,1,0.0,11.0,0.019230769,0
1,0.0,-0.9612,0.5545,0.8087,7,Dec,0,0.8626,2,2,0,0.0,1838.85,0.0,0.025,52,2,3,0.003703704,246.5,0.014506173,0
0,0.0,-0.021,1.1155,1.153,2,May,0,0.2421,3,0,0,0.4,228.5,0.0,0.2,4,1,6,0.033333333,0.0,0.03,0
0,0.0,-1.1181,0.2761,-0.3999,5,Mar,5,-2.0244,2,0,0,0.0,6.0,51.5,0.2,2,1,2,0.0,0.0,0.033333333,0
0,0.0,-0.3917,-0.5702,-0.8832,1,Nov,4,0.0491,1,0,0,0.0,705.5,55.25,0.05,27,3,9,0.0,0.0,0.007901235,0
0,37.21183634,1.5686,-0.2196,0.0249,2,Nov,5,-0.1798,2,0,0,0.0,1058.338095,56.6,0.0196,55,3,1,0.0,0.0,0.007142857,1
0,0.0,-0.8415,-0.6877,-0.7956,2,May,0,0.1561,2,0,0,0.8,1440.0,0.0,0.0052,4,1,5,0.0,0.0,0.05,0
0,0.0,-0.2576,-1.2331,-1.3238,1,May,0,-1.0267,1,0,0,0.0,247.0,0.0,0.0542,2,1,1,0.0,0.0,0.1,0
0,0.0,2.027,0.7326,0.8292,2,May,0,0.2576,2,0,0,0.2,1917.683333,0.0,0.0389,88,1,3,0.003409091,0.0,0.016287879,0
0,0.0,-1.2089,-1.5699,-1.038,2,Dec,7,-0.6469,2,2,1,0.0,200.25,152.6964286,0.0107,13,1,7,0.02,13.0,0.03,0
0,0.0,-0.5308,-0.0922,-1.0728,6,May,0,-0.2012,2,0,0,0.0,1008.416667,0.0,0.0193,31,2,1,0.0,0.0,0.007881773,0
0,0.0,0.1591,0.336,0.4437,4,May,0,-0.8981,2,0,0,0.0,39.0,0.0,0.0156,2,3,9,0.0,0.0,0.1,0
0,0.0,1.2923,0.4222,0.3452,2,Mar,0,0.4794,2,0,0,0.0,370.8333333,0.0,0.0083,7,3,2,0.028571429,0.0,0.057142857,0
0,0.0,0.757,-0.8468,-0.1184,1,Feb,0,-0.6039,1,0,0,0.0,162.0,0.0,0.0069,12,3,1,0.05,0.0,0.066666667,0
0,0.0,1.2702,-1.2775,-0.8957,2,May,0,-3.3866,2,0,0,0.0,0.0,0.0,0.0214,1,4,1,0.2,0.0,0.2,0
0,0.0,0.8149,0.7593,0.6677,1,Nov,9,1.1028,1,5,0,0.0,6235.06603,335.1666667,0.006,107,2,1,0.005309735,219.0,0.016223404,0
0,0.0,-0.6786,0.005,0.215,2,Mar,0,-1.4307,2,0,0,0.0,135.5,0.0,0.0756,4,14,3,0.0,0.0,0.066666667,0
0,0.0,-0.5293,1.7702,1.4769,2,Mar,0,-0.5972,3,0,1,0.0,112.0,0.0,0.07,5,2,1,0.0,0.0,0.02,0
0,0.0,-0.0674,-1.2476,-0.8212,2,Nov,0,0.2004,2,0,0,0.0,115.625,0.0,0.0048,5,3,3,0.04,0.0,0.088,0
0,0.0,0.2088,-1.3038,-1.4574,2,May,0,-0.2881,3,0,0,0.8,402.5,0.0,0.0087,22,13,1,0.047619048,0.0,0.059047619,0
0,0.0,1.1132,-0.9676,-0.8357,2,May,0,0.1881,2,0,0,0.4,1225.857143,0.0,0.0286,25,2,5,0.012,0.0,0.040977778,0
0,0.0,-0.3934,0.5146,-0.0936,2,May,2,0.6648,2,0,0,0.0,1412.5,16.0,0.0778,29,13,6,0.007142857,0.0,0.046428571,0
0,0.0,0.3378,-0.4347,-0.4948,4,May,1,-1.1651,2,0,0,0.0,85.0,6.0,0.0177,2,2,1,0.0,0.0,0.066666667,0
0,3.303059969,0.8399,-0.3123,-0.1376,2,Nov,1,1.0619,2,0,0,0.0,3944.384921,47.5,0.11,123,2,1,0.00516129,0.0,0.017112135,0
0,0.0,-1.5836,-2.2782,-2.4413,2,May,1,-0.9522,2,0,0,0.0,162.5,0.0,0.1,8,1,1,0.0,0.0,0.022222222,0
0,0.0,0.3015,-0.2465,0.1533,2,May,4,0.6877,2,2,0,0.0,3727.32381,60.0,0.0038,125,2,7,0.0,83.5,0.001158605,0
0,0.0,0.0678,0.2781,0.1427,2,Nov,0,-1.6175,3,0,0,0.0,64.5,0.0,0.2,2,2,8,0.0,0.0,0.05,0
0,0.0,-0.3782,-2.3547,-2.2674,2,Dec,0,-0.4404,3,0,1,0.0,465.25,0.0,0.0125,12,2,6,0.0,0.0,0.016666667,0
0,0.0,-0.5024,0.9831,1.0792,2,June,0,-2.9905,2,0,0,0.0,0.0,0.0,0.075,1,1,1,0.2,0.0,0.2,0
0,0.0,-2.1818,0.6936,0.4751,2,May,0,-3.2716,2,0,0,0.0,0.0,0.0,0.15,1,3,6,0.2,0.0,0.2,0
0,0.0,-1.4766,1.4758,0.7071,2,Nov,0,0.5773,3,0,0,0.0,1066.339286,0.0,0.05,41,1,3,0.012195122,0.0,0.043292683,0
0,0.0,-0.0668,-0.1588,-0.141,2,Mar,0,-1.7458,2,0,0,0.0,59.0,0.0,0.0733,6,2,1,0.0,0.0,0.033333333,0
1,22.088,0.2862,-0.5123,-0.3387,2,May,0,1.3038,2,1,0,0.0,1462.45,0.0,0.0128,63,5,1,0.0,55.0,0.003225806,1
0,0.0,0.9967,0.5968,1.1235,2,Mar,4,-0.8718,3,0,1,0.0,368.2,178.2,0.05,9,3,8,0.02,0.0,0.05,0
0,0.0,-0.9308,-0.6417,-0.7723,2,May,0,0.5045,2,0,1,0.0,608.5227273,0.0,0.0323,28,6,1,0.015384615,0.0,0.021952663,0
0,0.0,-0.8453,0.0488,-0.0491,2,May,0,-3.0855,3,0,0,0.0,0.0,0.0,0.02,2,3,4,0.2,0.0,0.2,0
0,0.0,0.8903,1.0088,1.3058,2,May,1,-0.0508,2,0,0,0.0,533.0714286,69.0,0.2,25,2,7,0.0,0.0,0.026923077,0
0,0.0,-0.0856,-2.1553,-2.3336,2,Dec,1,0.1846,2,0,0,0.0,1104.9,7.625,0.15,21,1,1,0.0,0.0,0.014603175,0
0,0.0,0.8362,-1.0876,-1.3202,5,June,0,-0.0013,2,0,0,0.0,3287.0,0.0,0.0158,38,1,1,0.036842105,0.0,0.075814536,0
0,20.91692308,-0.7346,-1.3987,-0.8205,2,May,7,-0.0423,2,0,0,0.0,906.3,186.1,0.0156,32,1,1,0.005128205,0.0,0.025641026,0
0,0.0,-1.005,-1.2233,-0.5702,1,May,0,-0.3363,1,0,0,0.4,99.0,0.0,0.0417,4,2,7,0.0,0.0,0.05,0
0,125.8939091,2.1623,0.5547,0.8334,2,Nov,0,0.0335,2,0,1,0.0,883.6,0.0,0.0214,5,2,4,0.0,0.0,0.0,1
0,0.0,0.7369,-1.0541,-1.5751,2,Nov,0,0.287,3,0,1,0.0,1294.599603,0.0,0.2,39,20,1,0.002702703,0.0,0.011568387,0
0,0.0,-1.1665,0.5628,-0.0111,2,Dec,4,0.3695,3,0,0,0.0,1130.80754,53.75,0.0214,41,2,1,0.019047619,0.0,0.018783069,0
1,107.94,0.1489,-0.9161,-0.8846,2,May,4,1.1775,2,0,0,0.0,452.5833333,85.0,0.0487,22,4,6,0.0,0.0,0.008333333,1
0,0.0,2.1846,-0.5491,-1.145,5,May,0,-0.2617,2,0,0,0.0,217.0,0.0,0.0833,5,6,6,0.0,0.0,0.02,0
1,0.0,0.2173,1.0106,0.9019,1,Nov,1,-0.5316,1,0,0,0.0,274.5833333,111.0,0.0091,13,2,1,0.0,0.0,0.016666667,0
0,0.0,2.4106,2.129,1.8713,2,June,0,-0.3032,3,0,0,0.0,381.8,0.0,0.0089,1,4,1,0.1,0.0,0.133333333,0
1,0.0,0.1534,-0.8945,-0.7789,2,Nov,2,0.6871,2,0,0,0.0,906.2333333,58.6,0.0042,42,20,4,0.0,0.0,0.006976744,0
0,0.0,0.003,0.9002,0.5208,2,Mar,0,-1.4032,2,0,0,0.0,36.0,0.0,0.0302,4,1,6,0.05,0.0,0.1,0
0,0.0,0.5053,-1.6078,-1.8134,2,Nov,0,-1.0365,2,0,0,0.0,7.0,0.0,0.0418,2,1,4,0.0,0.0,0.1,0
0,35.98,2.3882,2.3404,1.7665,5,May,0,0.689,2,0,0,0.0,553.5,0.0,0.0233,26,4,3,0.0,0.0,0.008333333,1
0,0.0,0.0368,-0.187,0.3736,2,Mar,0,-0.1391,2,0,0,0.0,81.0,0.0,0.0246,4,2,3,0.0,0.0,0.025,0
0,0.0,-0.1924,-0.6317,-0.5199,6,Dec,16,1.2813,2,1,0,0.0,8041.58887,180.6666667,0.025,113,1,7,0.007936508,649.25,0.026808161,0
0,0.0,-0.2205,1.5295,1.0749,2,Nov,1,1.5202,2,0,0,0.0,1808.953333,21.2,0.0157,41,3,3,0.0,0.0,0.012195122,0
